ID,Homepage _Duration,Aboutus_Duration,Contactus,BounceRates,ExitRates,PageValues,SpecialDay,TrafficType,Weekend,Nov,A,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,New_Visitor,Other,Returning_Visitor
378,370.275,689.8333333,96,0.002608696,0.010732401,3.358133333,0,1,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
379,0,0,9,0,0.040740741,0,0.4,3,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
380,331.25,365.25,6,0,0.021428571,0,0,3,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
381,903.7,26.2,109,0.006140351,0.010281148,3.870588042,0,1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
382,85,0,22,0,0.008333333,107.94,0,4,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
383,515.9821429,0,170,0.003370787,0.016081238,4.470297685,0,1,TRUE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
384,628.3666667,0,131,0.008889185,0.030612404,0,0,2,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
385,0,0,11,0,0.018181818,0,0,3,TRUE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
386,0,0,4,0,0.05,0,0,1,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
387,228.5,0,5,0,0.028571429,0,0,5,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
388,0,0,2,0,0.1,0,0,4,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
389,0,0,9,0,0.022222222,0,0,13,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
390,0,0,25,0.008,0.037333333,0,0,1,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
391,224,42,132,0.010632603,0.014962157,2.209003373,0,2,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
392,3,373,6,0,0.0125,0,0,8,FALSE,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
393,0,0,5,0,0.04,0,0,4,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
394,17,105,9,0.02,0.022,0,0,1,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
395,77.5,0,35,0.01025641,0.012576313,0,0,2,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
396,0,0,58,0,0.022653941,1.81635021,0,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
397,0,0,1,0.2,0.2,0,0,15,TRUE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
398,46.4,29.2,12,0,0.015384615,0,0,2,TRUE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
399,0,0,21,0.052380952,0.101587302,0,0,1,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
400,0,0,16,0.053571429,0.070238095,0,0,3,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
401,61,0,31,0,0.006666667,0,0,3,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
402,53.4,0,3,0,0.04,0,0,3,TRUE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
403,20.2,0,13,0,0,42.29306752,0,3,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
404,58.6,0,20,0.017391304,0.044637681,0,0,4,TRUE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
405,293.5785714,26,161,0.006140351,0.018923933,15.988034,0,2,TRUE,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
406,154,248.1666667,34,0,0.005128205,77.801588,0,2,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
407,104,93,15,0,0.02125,0,0,4,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
408,0,132,8,0,0.014285714,0,0,14,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
409,39,0,10,0,0.0375,0,0,4,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
410,0,0,40,0,0.001282051,0,0,6,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
411,29.5,0,41,0.009756098,0.035656214,0,0,2,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
412,0,0,2,0,0.1,0,0.8,2,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
413,0,0,3,0,0.007407407,0,0,2,TRUE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
414,0,0,30,0.012903226,0.021505376,21.14016404,0,1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
415,0,0,18,0,0.031481481,0,0,2,TRUE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
416,0,0,7,0,0.00952381,0,0,1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
417,233,0,45,0.000531915,0.029964539,11.96396809,0.2,4,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
418,0,0,20,0.033,0.027954545,0,0,1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
419,0,0,2,0,0.05,0,0,3,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
420,190.25,23,19,0.007692308,0.021816239,21.318,0,2,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
421,50.94615385,42.4,38,0.007738095,0.012865853,5.62486136,0,2,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
422,180,0,12,0,0.013333333,27.75904925,0,2,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
423,29.25,0,3,0,0.04,0,0,20,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
424,0,20,48,0.020408163,0.033747213,0,0,10,TRUE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
425,0,0,14,0,0.021428571,0,0,8,FALSE,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
426,0,0,8,0.15,0.15,0,0,3,TRUE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
427,76,0,40,0.004878049,0.01624838,0,0,2,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
428,0,0,1,0.2,0.2,0,0,6,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
429,0,0,36,0.029166667,0.018068783,0,1,3,TRUE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
430,145,37.5,130,0.004411765,0.012009804,0.680988542,0,2,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
431,0,0,7,0,0.014285714,0,0.2,1,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
432,19,0,45,0.009090909,0.021969697,0,0,1,TRUE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
433,0,840.5833333,162,0.004790419,0.019256933,0,0,1,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
434,63,0,9,0,0.004,0,0,2,TRUE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
435,4,0,30,0,0.028,0,0,2,TRUE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
436,803.47,0,30,0.08083779,0.106666667,0,0,13,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
437,12,0,22,0.019047619,0.013333333,0,0,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
438,0,686,11,0.030769231,0.066666667,0,0,3,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
439,71.08333333,0,24,0,0.005128205,52.28491058,0,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
440,0,0,9,0.022222222,0.005128205,0,0,4,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
441,215.244507,245.1714286,101,0.008636364,0.012040588,30.87227217,0,2,TRUE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
442,352.3666667,0,11,0,0.008888889,0.714623214,0,2,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
443,39.7,0,14,0,0.018333333,0,0,4,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
444,0,0,5,0.04,0.08,0,0,8,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
445,344,0,22,0,0.013095238,12.94438665,0,1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
446,0,0,3,0,0.066666667,0,0,2,TRUE,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
447,0,0,5,0,0.08,0,0,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
448,176.6,204.4,45,0,0.004255319,0,0,2,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
449,0,0,16,0.060416667,0.063690476,0,0,3,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
450,0,0,9,0,0.055555556,0,0,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
451,82.66666667,0,8,0,0.002857143,0,0,4,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
452,70.5,9,25,0.013333333,0.043333333,0,0,3,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
453,26.5,0,71,0.001449275,0.008792271,3.74015068,0,1,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
454,0,0,6,0.066666667,0.1,0,0,3,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
455,147.5,37.5,25,0.007142857,0.028571429,16.70657143,0,3,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
456,0,46,9,0,0.02,0,0,2,FALSE,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
457,132,5,30,0.005714286,0.017809524,3.998,0.6,3,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
458,0,0,50,0.0016,0.020593939,0,0,2,FALSE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
459,0,0,3,0,0.066666667,0,0,1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
460,0,0,7,0,0.014285714,78.56959864,0,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
461,121.425,273.5,100,0.001869159,0.012071651,0,0,13,TRUE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
462,0,0,9,0.088888889,0.122222222,0,0,3,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
463,0,0,23,0.017391304,0.049275362,0,0,1,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
464,197.1666667,0,35,0,0.010452962,39.75577236,0,3,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
465,68,0,8,0,0.008888889,0,0,3,TRUE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
466,0,0,10,0.02,0.06,0,0.8,1,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
467,11,123.3333333,34,0.021621622,0.048648649,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
468,0,0,6,0,0.033333333,0,0,1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
469,341.6,0,7,0.047619048,0.062857143,0,0,1,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
470,54.5,29.5,11,0,0.026666667,0,0,2,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
471,0,0,15,0,0.026666667,0,0,3,FALSE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
472,0,118.5,17,0.022727273,0.046212121,0,0,11,FALSE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
473,0,0,26,0.008,0.034666667,0,0,3,FALSE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
474,0,1368,26,0,0.014285714,0,0,2,TRUE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
475,0,0,2,0.066666667,0.166666667,0,0,13,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
476,160.1115392,1079.833333,154,0.004924242,0.021452975,8.533928457,0,1,FALSE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
477,112.8,0,27,0,0.001724138,44.85638692,0,2,FALSE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
478,0,0,4,0,0.025,0,0,2,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
479,0,0,23,0,0.05030303,16.197,0,6,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
480,0,0,8,0,0.025,0,0,4,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
481,0,0,2,0.2,0.2,0,0,1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
482,279.4166667,0,42,0.009,0.019666667,38.30849268,0,2,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
483,0,0,2,0.05,0.15,0,0,1,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
484,14,0,65,0.016923077,0.024589744,20.60235987,0,1,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
485,20,0,24,0.018181818,0.045454545,0,0,11,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
486,33.5,91,31,0,0.011505376,1.592774194,0,1,FALSE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
487,0,0,62,0.003225806,0.015591398,57.48364657,0,1,TRUE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
488,0,0,9,0.066666667,0.077777778,0,0,1,TRUE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
489,177.88,0,12,0.05,0.052380952,0,0,13,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
490,94,0,9,0.06,0.106666667,0,0.8,13,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
491,30.2,0,30,0.025287356,0.035139573,0,0,1,TRUE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
492,0,0,12,0,0.022222222,0,0,3,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
493,76.6,23.2,46,0.004255319,0.046808511,10.72449269,0,1,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
494,59.83333333,0,70,0,0.006428571,11.28411429,0,1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
495,118.6666667,0,17,0.003703704,0.008333333,27.45138186,0,2,TRUE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
496,72.5,0,31,0,0.001041667,35.10378279,0,2,TRUE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
497,0,0,1,0.2,0.2,0,0,3,FALSE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
498,0,0,4,0,0.021428571,0,0,6,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
499,0,0,5,0,0.04,0,0,1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
500,15,0,11,0.016666667,0.022222222,47.65566667,0,4,FALSE,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
501,1922,0,30,0.018181818,0.044444444,0,0,1,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
502,28.2,0,2,0.066666667,0.133333333,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
503,0,0,5,0.08,0.1,0,0,3,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
504,11,0,4,0.05,0.1,0,0.2,13,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
505,106.8,0,20,0.027272727,0.045454545,0,0,13,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
506,0,0,20,0.028571429,0.05952381,0,0.8,3,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
507,167.8888889,825.5,117,0.004030055,0.014604028,3.187495058,0,8,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
508,0,0,20,0.015789474,0.018421053,73.98253901,0,1,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
509,0,0,131,0.006766917,0.028754539,0,0,2,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
510,0,0,7,0.057142857,0.107142857,0,0.8,6,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
511,0,28,1,0.066666667,0.133333333,0,0.6,3,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
512,28,0,14,0.014285714,0.028571429,0,0,4,TRUE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
513,181.8666667,0,192,0.005412371,0.022099252,18.67564853,0,1,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
514,22.2,0,34,0,0.001388889,17.92983378,0,3,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
515,0,0,17,0,0.029411765,0,1,1,TRUE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
516,203.4714286,0,220,0.001699507,0.012414872,0.673127586,0.8,6,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
517,156,201,14,0.0125,0.012291667,0,0,3,TRUE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
518,0,0,2,0.2,0.2,0,0,1,FALSE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
519,43,0,11,0,0.015384615,0,0,1,FALSE,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
520,0,28,12,0,0.008333333,0,0,2,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
521,29,0,9,0,0.018181818,37.51854545,0,4,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
522,99.2,0,7,0.025,0.015,0,0,2,TRUE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
523,14,0,14,0,0.017777778,0,0,1,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
524,214.6,34.4,1,0,0.033333333,0,0,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
525,0,0,10,0,0.04,0,0,10,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
526,188,0,22,0,0.009090909,0,0,1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
527,0,0,1,0.2,0.2,0,0,4,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
528,33.5,0,34,0,0.03515625,0,0,2,FALSE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
529,115.5833333,0,30,0,0.022857143,10.3889438,0,3,TRUE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
530,94,44.2,56,0.02,0.030388889,0,0,3,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
531,86.6,0,35,0,0.005263158,0,0,2,FALSE,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
532,68.75,0,23,0,0.008695652,0,0,2,TRUE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
533,0,0,28,0.015384615,0.021952663,0,0,6,TRUE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
534,0,0,29,0.044827586,0.072413793,0,0,1,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
535,29.33333333,0,98,0.009183673,0.014160401,16.04860714,0,13,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
536,0,0,65,0,0.022692308,0,0,2,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
537,0,0,42,0.004761905,0.024603175,0,0,4,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
538,230.1069444,0,52,0.003747073,0.008451124,7.610431148,0,13,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
539,0,8,27,0.011494253,0.016387521,0,0,2,TRUE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
540,0,0,23,0.008695652,0.031884058,4.280302196,0,1,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
541,96.75,0,103,0.012190476,0.030754266,0,0,2,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
542,24.2,0,8,0,0.044444444,0,0,2,FALSE,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
543,0,0,4,0,0.05,0,0.2,3,FALSE,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
544,0,0,41,0.009756098,0.026829268,0,0,4,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
545,0,89,188,0.003409759,0.01638112,0,0,2,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
546,115.4,0,29,0.005,0.011342593,4.702065533,0,1,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
547,0,0,4,0.2,0.2,0,0.2,13,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
548,0,0,9,0,0.022222222,0,0,6,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
549,0,0,21,0.01,0.033333333,0,0,10,TRUE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
550,77.5,0,71,0,0.014003044,0,0,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
551,0,56,8,0.03,0.06,0,0.4,3,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
552,0,0,10,0.02,0.024,0,0,13,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
553,0,0,13,0,0.015384615,0,0,2,TRUE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
554,0,0,17,0.011764706,0.023529412,0,0.2,1,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
555,450.4,0,6,0,0.028571429,0,0,5,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
556,464.5,0,9,0,0.002777778,0,0,2,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
557,81.6,0,45,0.041945289,0.072659574,0,0,13,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
558,148.5,118,150,0,0.005636724,33.33074497,0,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
559,50.33333333,0,3,0,0.016666667,0,0,10,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
560,146,0,7,0.025,0.0225,0,0,3,FALSE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
561,0,0,37,0.009459459,0.03816999,0,0,4,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
562,79.5,19,11,0,0.003333333,0,0,2,TRUE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
563,335.875,75.25,18,0,0.022,12.60913229,0,10,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
564,0,0,37,0.018018018,0.036936937,0,1,13,TRUE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
565,0,0,16,0.0125,0.06875,0,0,4,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
566,0,0,8,0,0.020833333,0,0,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
567,0,0,16,0,0.004910714,0,0,11,TRUE,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
